keys,English,Bangala,Hindi,Kannada,Odia,Assamese,Gujarati,Marathi,Malayalam,punjabi,Tamil,Telugu
apartment/road/area,Apartment/Road/Area,অ্যাপার্টমেন্ট/রাস্তা/অঞ্চল,अपार्टमेंट/सड़क/क्षेत्र,ಅಪಾರ್ಟ್ಮೆಂಟ್/ರಸ್ತೆ/ಪ್ರದೇಶ,ଆପାର୍ଟମେଣ୍ଟ / ରୋଡ୍ / କ୍ଷେତ୍ର |,এপাৰ্টমেণ্ট/ৰোড/এলেকা,એપાર્ટમેન્ટ/રસ્તો/વિસ્તાર,अपार्टमेंट/रस्ता/क्षेत्र,അപ്പാർട്ട്മെന്റ് / റോഡ് / ഏരിയ,ਅਪਾਰਟਮੈਂਟ / ਰੋਡ / ਏਰੀਆ,அபார்ட்மென்ட்/சாலை/பகுதி,అపార్ట్మెంట్/రోడ్/ప్రాంతం
landmark,Landmark,ল্যান্ডমার্ক,सीमाचिह्न,ಹೆಗ್ಗುರುತು,ଚିହ୍ନ ଚିହ୍ନ,লেণ্ডমাৰ্ক,સીમાચિહ્ન,लँडमार्क,ചരിതസംഭവം,ਭੂਮੀਮਾਰਕ,மைல்கல்,మైలురాయి
saveas,Save as,সংরক্ষণ করুন,के रूप रक्षित करें,ಉಳಿಸಿ,ଯେପରି ସଞ୍ଚୟ କର |,সংৰক্ষণ কৰক,તરીકે જમા કરવુ,म्हणून जतन करा,ഇതായി സംരക്ഷിക്കുക,ਬਤੌਰ ਮਹਿਫ਼ੂਜ਼ ਕਰੋ,சேமிக்கவும்,సేవ్ చేయండి
,,,,,,,,,,,,
,,,,,,,,,,,,
in00.30Secs,in 00.30 secs,00.30 সেকেন্ডে,00.30 सेकंड में,00.30 ಸೆಕೆಂಡುಗಳಲ್ಲಿ,00.30 ସେକେଣ୍ଡରେ |,০০.৩০ ছেকেণ্ডত,00.30 સેકંડમાં,00.30 सेकंदात,00.30 സെക്കൻഡ്,00.30 ਸਕਿੰਟ ਵਿੱਚ,00.30 வினாடிகளில்,00.30 సెకన్లలో
,,,,,,,,,,,,
,,,,,,,,,,,,
welcome,Welcome,স্বাগত,स्वागत,ಸ್ವಾಗತ,ସ୍ୱାଗତ,স্বাগতম,આવકાર્ય,आपले स्वागत आहे,സ്വാഗതം,ਜੀ ਆਇਆਂ ਨੂੰ,வரவேற்பு,స్వాగతం
toSarvmai,to SarVM.ai,সরভ.এই,sarvm.ai को,ಸರ್ವಂ ಗೆ,to sarvm.ai କୁ |,SarVM.ai লৈ,સર્વા.એ.આઈ.,SARVM.AI,sarvm.a ലേക്ക്,ਸਾਰਵਮ.ਆਈ,to sarvm.ai,sarvm.ai కు
selectYourLanguage,Select Your Language,আপনার ভাষা নির্বাচন করুন,अपनी भाषा का चयन करें,ನಿಮ್ಮ ಭಾಷೆಯನ್ನು ಆಯ್ಕೆಮಾಡಿ,ଆପଣଙ୍କର ଭାଷା ଚୟନ କରନ୍ତୁ |,আপোনাৰ ভাষা নিৰ্বাচন কৰক,તમારી ભાષા પસંદ કરો,तुमची भाषा निवडा,നിങ്ങളുടെ ഭാഷ തിരഞ്ഞെടുക്കുക,ਆਪਣੀ ਭਾਸ਼ਾ ਚੁਣੋ,உங்கள் மொழியைத் தேர்ந்தெடுக்கவும்,మీ భాషను ఎంచుకోండి
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
verificationCode,Verification Code,যাচাইকরণ কোড,पुष्टि संख्या,ಪರಿಶೀಲನೆ ಕೋಡ್,ପ୍ରମାଣ ସଂକେତ,পৰীক্ষণ ক'ড,ચકાસણી સંજ્ઞા,सत्यापन कोड,പരിശോധിച്ചുറപ്പിക്കൽ കോഡ്,ਪੜਤਾਲ ਕੋਡ,சரிபார்ப்பு குறியீடு,ధృవీకరణ కోడ్
,,,,,,,,,,,,
resendOtp,Resend OTP,ওটিপি পুনরায় পাঠানো,ओटीपी पुनः भेजें,OTP ಅನ್ನು ಮರುಹೊಂದಿಸಿ,OTP କୁ ପୁନ endendendende ପଠାନ୍ତୁ |,OTP পুনৰ প্ৰেৰণ কৰক,ઓટીપી બદલો,OTP पुन्हा पाठवा,OTP വീണ്ടും അയയ്ക്കുക,ਓਟੀਪੀ ਦੁਬਾਰਾ ਭੇਜੋ,OTP ஐ மீண்டும் அனுப்பவும்,OTP ను మళ్ళీ పంపు
,,,,,,,,,,,,
shopAddress,Shop Address,দোকান ঠিকানা,दुकान का पता,ಅಂಗಡಿಯ ಮಾಹಿತಿ,ଦୋକାନ ଠିକଣା,দোকানৰ ঠিকনা,દુકાનનું સરનામું,दुकानाचा पत्ता,ഷോപ്പ് വിലാസം,ਦੁਕਾਨ ਦਾ ਪਤਾ,கடை முகவரி,షాప్ చిరునామా
searchYourAddress,Search your address,আপনার ঠিকানা অনুসন্ধান করুন,अपना पता खोजें,ನಿಮ್ಮ ವಿಳಾಸವನ್ನು ಹುಡುಕಿ,ତୁମର ଠିକଣା ଖୋଜ |,আপোনাৰ ঠিকনা সন্ধান কৰক,તમારું સરનામું શોધો,तुमचा पत्ता शोधा,നിങ്ങളുടെ വിലാസം തിരയുക,ਆਪਣਾ ਪਤਾ ਖੋਜੋ,உங்கள் முகவரியைத் தேடுங்கள்,మీ చిరునామాను శోధించండి
enterDetails,Enter Details   ,বিশদ লিখুন,विवरण दर्ज करें,ವಿವರಗಳನ್ನು ನಮೂದಿಸಿ,ବିବରଣୀ ପ୍ରବେଶ କରନ୍ତୁ |,বিৱৰণ দিয়ক,વિગતો દાખલ કરો,तपशील प्रविष्ट करा,വിശദാംശങ്ങൾ നൽകുക,ਵੇਰਵੇ ਦਰਜ ਕਰੋ,விவரங்களை உள்ளிடவும்,వివరాలను నమోదు చేయండి
businessName,Business Name,প্রাতিষ্ঠানিক নাম,व्यवास्यक नाम,ವ್ಯಾಪಾರ ಹೆಸರು,ବ୍ୟବସାୟ ନାମ,ব্যৱসায়িক নাম,ધંધાનું નામ,व्यवसायाचे नाव,ബിസിനസ്സ് പേര്,ਵਪਾਰ ਨਾਮ,வணிகத்தின் பெயர்,వ్యాపారం పేరు
shopNo,Shop No.,দোকান নং,दुकान सं।,ಅಂಗಡಿಯ ಕ್ರಮ ಸಂಖ್ಯೆ,ଦୋକାନ ନମ୍ବର,দোকান নং.,દુકાન નં.,दुकान क्रमांक,ഷോപ്പ് നമ്പർ.,ਦੁਕਾਨ ਨੰਬਰ,கடை எண்.,షాప్ నం.
building/Locality,Building/Locality,বিল্ডিং/লোকেশন,भवन/स्थानीयता,ಕಟ್ಟಡ/ಸ್ಥಳ,ବିଲଡିଂ / ସ୍ଥାନୀୟତା |,বিল্ডিং/স্থানীয়তা,મકાન/વિસ્તાર,इमारत/परिसर,കെട്ടിടം / പ്രദേശം,ਇਮਾਰਤ / ਸਥਾਨ,கட்டிடம்/இடம்,భవనం/ప్రాంతం
,,,,,,,,,,,,
landmark,Landmark,ল্যান্ডমার্ক,सीमाचिह्न,ಹೆಗ್ಗುರುತು,ଚିହ୍ନ ଚିହ୍ନ,লেণ্ডমাৰ্ক,સીમાચિહ્ન,लँडमार्क,ചരിതസംഭവം,ਭੂਮੀਮਾਰਕ,மைல்கல்,మైలురాయి
city,City,শহর,शहर,ನಗರ,ସହର,চহৰ,શહેર,शहर,നഗരം,ਸ਼ਹਿਰ,நகரம்,నగరం
pincode,Pincode,পিনকোড,पिन कोड,ಪಿನ್ ಕೋಡ್,ପିନକୋଡ୍ |,পিনকোড,પીન કોડ,पिन कोड,പിൻ കോഡ്,ਪਿੰਨ ਕੋਡ,அஞ்சல் குறியீடு,పిన్ కోడ్
saveAndContinue,Save and Continue,সংরক্ষণ করুন এবং অবিরত থাকুন,सहेजें और जारी रखें,ಉಳಿಸಿ ಮತ್ತು ಮುಂದುವರಿಸಿ,ସଞ୍ଚୟ ଏବଂ ଜାରି ରଖ |,সংৰক্ষণ কৰক আৰু অব্যাহত ৰাখক,સાચવો અને ચાલુ રાખો,जतन करा आणि पुढे जा,സംരക്ഷിച്ച് തുടരുക,ਸੇਵ ਅਤੇ ਜਾਰੀ ਰੱਖੋ,சேமித்து தொடரவும்,సేవ్ చేయండి మరియు కొనసాగించండి
specifyWorkingTime,Specify Working Time,কাজের সময় নির্দিষ্ট করুন,कार्य समय निर्दिष्ट करें,ಕೆಲಸದ ನಿರ್ದಿಷ್ಟ ಸಮಯ,କାର୍ଯ୍ୟ ସମୟ ନିର୍ଦ୍ଦିଷ୍ଟ କରନ୍ତୁ |,কাৰ্য্য সময় ধাৰ্য্য কৰক,કાર્યકારી સમયનો ઉલ્લેખ કરો,कामाची वेळ निर्दिष्ट करा,ജോലി സമയം വ്യക്തമാക്കുക,ਕੰਮ ਕਰਨ ਦਾ ਸਮਾਂ ਨਿਰਧਾਰਤ ਕਰੋ,வேலை நேரத்தைக் குறிப்பிடவும்,పని సమయాన్ని పేర్కొనండి
sameForEveryDay,Same for Every Day,প্রতিদিনের জন্য একই,हर दिन के लिए भी,ಪ್ರತಿದಿನವೂ ಅದೇ,ପ୍ରତ୍ୟେକ ଦିନ ସମାନ |,প্ৰতিদিনৰ বাবে একেই,દરેક દિવસ માટે,दररोज समान,എല്ലാ ദിവസവും സമാനമാണ്,ਹਰ ਦਿਨ ਲਈ ਇਕੋ ਜਿਹਾ,ஒவ்வொரு நாளும் அதே,ప్రతి రోజు అదే
skip,Skip,এড়িয়ে যান,छोड़ें,ಬಿಟ್ಟುಬಿಡು,ଛାଡିଦିଅ |,বাদ দিয়া,છોડો,वगळा,ചാടിക്കുക,ਛੱਡੋ,தவிர்க்கவும்,దాటవేయండి
save&Continue,Save & Continue,সংরক্ষণ করুন এবং চালিয়ে যান,सहेजें जारी रखें,ಉಳಿಸಿಕೊಳ್ಳಿ ಮಟ್ಟು ಮುಂದುವರೆಸಿ,ସଞ୍ଚୟ କରନ୍ତୁ ଏବଂ ଜାରି ରଖନ୍ତୁ |,সংৰক্ষণ কৰক আৰু অব্যাহত ৰাখক,સાચવો અને ચાલુ રાખો,जतन करा आणि पुढे जा,സംരക്ഷിക്കുക & തുടരുക,ਸੇਵ ਅਤੇ ਜਾਰੀ ਰੱਖੋ,சேமித்து தொடரவும்,సేవ్ చేసి కొనసాగించండి
,,,,,,,,,,,,
,,,,,,,,,,,,
done,Done,সম্পন্ন,पूर्ण,ಮುಗಿಸಿರಿ,ସମ୍ପନ୍ନ,কৰা হ’ল,કામ,पूर्ण झाले,നിറവേറ്റി,ਕੀਤਾ,முடிந்தது,పూర్తి
Kyc,KYC,কেওয়াইসি,केवाईसी,ಕೆ ವೈ ಸಿ,କାଳ,কেৱাইচি,કેવાયસી,के वाय सी,കെവൈസി,Kyc,KYC,KYC
father'sName,Father’s Name,বাবার নাম,पिता का नाम,ತಂದೆಯ ಹೆಸರು,ପିତାଙ୍କ ନାମ,পিতৃৰ নাম,પિતાનું નામ,वडिलांचे नाव,പിതാവിന്റെ പേര്,ਪਿਤਾ ਦਾ ਨਾਮ,தந்தையின் பெயர்,తండ్రి పేరు
dob,DOB,ডিওবি,जन्म तिथि,ಜನುಮ ದಿನಾಂಕ,ଡବ୍,DOB,ડબ,जन्मतारीख,ഡോബ്,ਡੀਓਬੀ,Dob,పుట్టిన తేదీ
uploadProofIdentity,Upload Proof identity,প্রমাণ পরিচয় আপলোড করুন,प्रूफ पहचान अपलोड करें,ಪೂರಾವೇ ಗುರುತನ್ನು ನೊಂದವನೆ ಮಾಡಿ,ପ୍ରୁଫ୍ ପରିଚୟ |,প্ৰমাণ পৰিচয় আপলোড কৰক,સાબિતી ઓળખ અપલોડ કરો,पुरावा ओळख अपलोड करा,പ്രൂഫ് ഐഡന്റിറ്റി അപ്ലോഡുചെയ്യുന്നു,ਪਰੂਫ ਪਛਾਣ ਅਪਲੋਡ ਕਰੋ,ஆதார அடையாளத்தை பதிவேற்றவும்,రుజువు గుర్తింపును అప్‌లోడ్ చేయండి
adharCard,Adhaar Card,অ্যাডা কার্ড,अधार कार्ड,ಅಧಾರ್ ಕಾರ್ಡ್,ଆଡହର କାର୍ଡ |,আধাৰ কাৰ্ড,અવધર કાર્ડ,अधार कार्ड,അദ്കാർ കാർഡ്,ਹਹਾਰ ਕਾਰਡ,அதார் அட்டை,అధార్ కార్డ్
idCardNo.,ID Card No.,আইডি কার্ড নম্বর.,पहचान पत्र क्रमांक।,ಗುರುತಿನ ಚೀಟಿ ಸಂಖ್ಯೆ,Id କାର୍ଡ ନମ୍ବର,আইডি কাৰ্ড নং.,આઈડી કાર્ડ નંબર,आयडी कार्ड क्रमांक,ഐഡി കാർഡ് നമ്പർ.,ਆਈਡੀ ਕਾਰਡ ਨੰਬਰ,அடையாள அட்டை எண்,ఐడి కార్డ్ నం.
uploadPanCard,Upload PAN Card,প্যান কার্ড আপলোড করুন,पैन कार्ड अपलोड करें, ಪ್ಯಾನ್ ಕಾರ್ಡ್ ನೊಂದಾವಣೆ ಮಾಡಿ,ପ୍ୟାନ କାର୍ଡ ଅପଲୋଡ୍ କରନ୍ତୁ |,PAN কাৰ্ড আপলোড কৰক,પાન કાર્ડ અપલોડ કરો,पॅन कार्ड अपलोड करा,പാൻ കാർഡ് അപ്ലോഡുചെയ്യുക,ਪੈਨ ਕਾਰਡ ਅਪਲੋਡ ਕਰੋ,பான் கார்டைப் பதிவேற்றவும்,పాన్ కార్డును అప్‌లోడ్ చేయండి
panCardNo,PAN Card No.,প্যান কার্ড নং,पैन कार्ड नं।,ಪ್ಯಾನ್ ಕಾರ್ಡ್ ಸಂಖ್ಯೆ,ପାନ୍ କାର୍ଡ ନମ୍ବର,পান কাৰ্ড নং.,પાન કાર્ડ નંબર,पॅन कार्ड क्रमांक,പാൻ കാർഡ് നമ്പർ.,ਪੈਨ ਕਾਰਡ ਨੰਬਰ,பான் கார்டு எண்.,పాన్ కార్డ్ నం.
uploadFileForm,Upload file from,থেকে ফাইল আপলোড করুন,से फ़ाइल अपलोड करें,ನಿಂದ ಫೈಲ್ ಅಪ್‌ಲೋಡ್ ಮಾಡಿ,ଏଥିରୁ ଫାଇଲ୍ ଅପଲୋଡ୍ କରନ୍ତୁ |,ৰ পৰা ফাইল আপল'ড কৰক,માંથી ફાઇલ અપલોડ કરો,वरून फाइल अपलोड करा,ഫയൽ അപ്ലോഡുചെയ്യുക,ਤੋਂ ਫਾਈਲ ਅਪਲੋਡ ਕਰੋ,இருந்து கோப்பைப் பதிவேற்றவும்,నుండి ఫైల్‌ను అప్‌లోడ్ చేయండి
